node1,node2,CN,JC,AA,RA,PA,label
110142,88228,0,0.0,0,0,10,1
11792,46680,0,0.0,0,0,164,1
37532,185357,0,0.0,0,0,142,1
368402,14070,0,0.0,0,0,54,1
164658,3998,0,0.0,0,0,495,1
511,64892,0,0.0,0,0,156,1
3998,15894,0,0.0,0,0,990,1
3998,302964,0,0.0,0,0,1485,1
37532,64484,0,0.0,0,0,213,1
57525,26352,0,0.0,0,0,60,1
2417,88695,1,0.0032679738562091504,1.4426950408889634,0.5,1212,1
103451,11876,1,0.04,0.26425736993644544,0.022727272727272728,160,1
213,137042,0,0.0,0,0,132,1
44086,184606,0,0.0,0,0,36,1
77496,12937,0,0.0,0,0,80,1
322,82800,0,0.0,0,0,36,1
52238,27484,0,0.0,0,0,20,1
69032,122033,1,0.125,0.9102392266268373,0.3333333333333333,14,1
13660,93246,0,0.0,0,0,3,1
170223,6793,0,0.0,0,0,7,1
2014,206361,1,0.012048192771084338,0.5138983423697507,0.14285714285714285,164,1
1988,81405,2,0.006389776357827476,1.7069524108254088,0.5227272727272727,4784,1
13620,192857,0,0.0,0,0,12,1
75448,86825,0,0.0,0,0,1,1
8785,9021,0,0.0,0,0,88,1
213,11003,0,0.0,0,0,132,1
83382,55519,1,0.1111111111111111,0.43429448190325176,0.1,21,1
37320,20111,0,0.0,0,0,4,1
249365,127878,0,0.0,0,0,1,1
4375,237917,0,0.0,0,0,12,1
2417,225563,0,0.0,0,0,606,1
2045,44469,1,0.3333333333333333,0.7213475204444817,0.25,4,1
29280,29325,0,0.0,0,0,1,1
79036,14577,0,0.0,0,0,192,1
735,805,0,0.0,0,0,7,1
50052,32226,0,0.0,0,0,12,1
13222,129341,0,0.0,0,0,3,1
489,174859,0,0.0,0,0,90,1
1858,260304,0,0.0,0,0,32,1
578,2014,0,0.0,0,0,164,1
3998,400696,0,0.0,0,0,495,1
86,358538,0,0.0,0,0,10,1
19604,228749,0,0.0,0,0,55,1
84136,84138,0,0.0,0,0,1,1
34324,114649,0,0.0,0,0,8,1
328598,3998,0,0.0,0,0,495,1
13808,29428,1,0.004694835680751174,0.3789231816899512,0.07142857142857142,840,1
80003,80016,0,0.0,0,0,2,1
2156,14241,0,0.0,0,0,50,1
16527,20920,3,0.05,2.0214134543521305,0.6735632183908046,752,1
1276,15493,2,0.016,0.3365967863946192,0.005364683625553191,610,1
5897,72913,1,0.3333333333333333,0.5138983423697507,0.14285714285714285,4,1
2177,316459,0,0.0,0,0,190,1
100162,13603,1,0.07692307692307693,0.2269261879165124,0.012195121951219513,24,1
7932,346369,1,0.25,1.4426950408889634,0.5,6,1
14602,90591,1,0.037037037037037035,0.43429448190325176,0.1,75,1
1876,14793,0,0.0,0,0,1,1
1988,5137,13,0.04126984126984127,6.606655643819228,1.8346106299834481,8671,1
13621,87086,0,0.0,0,0,10,1
33668,29555,0,0.0,0,0,6,1
36982,19862,0,0.0,0,0,27,1
443349,23318,0,0.0,0,0,50,1
142495,14890,0,0.0,0,0,6,1
3998,7480,1,0.002008032128514056,0.18701699830334648,0.004761904761904762,1980,1
13808,17136,2,0.009433962264150943,0.8508659956839886,0.21282051282051284,840,1
12662,56057,1,0.2,0.43429448190325176,0.1,8,1
77059,54200,0,0.0,0,0,30,1
2417,40886,1,0.0032679738562091504,0.18701699830334648,0.004761904761904762,1212,1
2417,148719,0,0.0,0,0,1515,1
197552,1286,0,0.0,0,0,21,1
14075,63259,1,0.029411764705882353,0.9102392266268373,0.3333333333333333,124,1
9121,9140,0,0.0,0,0,4,1
68149,8756,0,0.0,0,0,18,1
8073,93502,1,0.045454545454545456,0.40242960438184466,0.08333333333333333,76,1
265554,5160,0,0.0,0,0,40,1
2417,107895,0,0.0,0,0,303,1
204348,49089,1,0.09090909090909091,0.9102392266268373,0.3333333333333333,20,1
105558,123737,0,0.0,0,0,6,1
4665,5155,5,0.08928571428571429,1.1276277831696953,0.09331986569838231,748,1
16516,88515,0,0.0,0,0,6,1
2127,7417,0,0.0,0,0,4,1
40163,76454,1,0.3333333333333333,0.6213349345596119,0.2,4,1
35376,285374,1,0.011363636363636364,0.4170323914242463,0.09090909090909091,174,1
144100,216271,1,0.3333333333333333,0.9102392266268373,0.3333333333333333,4,1
1988,46117,1,0.0031446540880503146,0.30341307554227914,0.037037037037037035,5980,1
100583,9278,0,0.0,0,0,16,1
2641,44328,0,0.0,0,0,4,1
5281,7279,0,0.0,0,0,78,1
39874,456105,0,0.0,0,0,32,1
14890,63638,0,0.0,0,0,6,1
234172,158100,0,0.0,0,0,1,1
333257,38362,0,0.0,0,0,4,1
8322,10530,0,0.0,0,0,4,1
33485,22630,0,0.0,0,0,8,1
489,190936,0,0.0,0,0,36,1
5155,352288,1,0.043478260869565216,0.22509081678177853,0.011764705882352941,119,1
132820,3972,0,0.0,0,0,62,1
205,293547,0,0.0,0,0,129,1
175503,161502,0,0.0,0,0,2,1
38034,42343,0,0.0,0,0,2,1
76605,29870,0,0.0,0,0,2,1
4528,76454,1,0.16666666666666666,1.4426950408889634,0.5,10,1
8389,13482,1,0.2,0.18701699830334648,0.004761904761904762,8,1
11757,11830,1,0.2,0.25831776680732876,0.020833333333333332,8,1
1276,35588,0,0.0,0,0,122,1
1276,15521,3,0.024,0.5236137846979656,0.010126588387457953,732,1
34570,4299,0,0.0,0,0,6,1
65731,28964,0,0.0,0,0,2,1
103577,32352,0,0.0,0,0,4,1
416017,416019,0,0.0,0,0,1,1
80944,48623,0,0.0,0,0,4,1
327,76901,0,0.0,0,0,44,1
106815,16783,0,0.0,0,0,77,1
2342,267501,0,0.0,0,0,36,1
222,315594,0,0.0,0,0,10,1
7592,310517,0,0.0,0,0,10,1
1988,142540,1,0.0033333333333333335,0.20815895490223127,0.00819672131147541,598,1
5335,178840,0,0.0,0,0,111,1
74545,125956,0,0.0,0,0,1,1
3998,208312,1,0.002008032128514056,0.4170323914242463,0.09090909090909091,1980,1
6708,16188,0,0.0,0,0,69,1
99544,1276,1,0.008,0.2969742043733701,0.034482758620689655,488,1
2177,245578,0,0.0,0,0,95,1
1988,344468,0,0.0,0,0,598,1
36982,62883,0,0.0,0,0,18,1
23430,62446,0,0.0,0,0,6,1
1988,111031,0,0.0,0,0,598,1
1101,71178,0,0.0,0,0,8,1
69787,77887,0,0.0,0,0,2,1
15285,20385,0,0.0,0,0,96,1
3994,13798,4,0.06666666666666667,2.0982183682320468,0.6189358794548135,855,1
2417,190339,2,0.006578947368421052,1.0972562249301838,0.33809523809523806,909,1
2162,8209,0,0.0,0,0,60,1
6940,209526,1,0.006802721088435374,0.9102392266268373,0.3333333333333333,435,1
296637,195232,0,0.0,0,0,8,1
7932,309547,0,0.0,0,0,21,1
1416,9932,2,0.4,1.1761118123016894,0.3565891472868217,12,1
6072,42172,1,0.038461538461538464,0.6213349345596119,0.2,162,1
1988,47984,0,0.0,0,0,299,1
23940,26158,4,0.08888888888888889,1.1322195370016552,0.1608841641450337,328,1
207711,12473,1,0.09090909090909091,0.35295612386476116,0.058823529411764705,32,1
3571,75235,0,0.0,0,0,26,1
2687,184606,0,0.0,0,0,40,1
7998,42947,0,0.0,0,0,9,1
334052,10159,0,0.0,0,0,3,1
14577,188089,0,0.0,0,0,96,1
136400,10159,1,0.25,0.9102392266268373,0.3333333333333333,6,1
37437,23387,1,0.25,0.4170323914242463,0.09090909090909091,6,1
3998,49851,0,0.0,0,0,495,1
60512,456105,0,0.0,0,0,24,1
3020,70012,0,0.0,0,0,1,1
519,94952,1,0.006944444444444444,0.4170323914242463,0.09090909090909091,426,1
6584,150781,1,0.25,0.40242960438184466,0.08333333333333333,6,1
6940,90610,1,0.00684931506849315,0.267546386419054,0.023809523809523808,290,1
275124,95871,0,0.0,0,0,6,1
4665,103451,5,0.09090909090909091,1.469946471942357,0.20637750049514755,704,1
14075,26200,1,0.02857142857142857,0.20093500109845577,0.006896551724137931,155,1
16527,86903,2,0.038461538461538464,0.42485362491046197,0.01839080459770115,329,1
7592,192897,0,0.0,0,0,15,1
2670,9605,0,0.0,0,0,42,1
91,80006,0,0.0,0,0,6,1
3024,6707,0,0.0,0,0,42,1
6940,72854,0,0.0,0,0,145,1
43926,61500,0,0.0,0,0,6,1
1416,9964,2,0.045454545454545456,1.631586747071319,0.5833333333333333,129,1
99373,233720,1,0.25,1.4426950408889634,0.5,6,1
21537,253091,0,0.0,0,0,4,1
69589,6013,0,0.0,0,0,6,1
9021,64652,1,0.02127659574468085,0.4170323914242463,0.09090909090909091,176,1
1988,5155,5,0.01607717041800643,1.889884007384255,0.37547405904791303,5083,1
5335,161807,0,0.0,0,0,74,1
9036,50276,3,0.23076923076923078,1.3362663388574434,0.33225108225108224,63,1
11346,179348,0,0.0,0,0,2,1
1276,3255,1,0.007936507936507936,0.5138983423697507,0.14285714285714285,610,1
2417,117975,0,0.0,0,0,303,1
19835,64328,0,0.0,0,0,3,1
213,113666,0,0.0,0,0,132,1
8767,414106,0,0.0,0,0,66,1
118268,59915,0,0.0,0,0,2,1
349,443349,0,0.0,0,0,890,1
72112,11991,0,0.0,0,0,189,1
34923,14577,0,0.0,0,0,96,1
5123,14907,1,0.03125,0.18701699830334648,0.004761904761904762,216,1
3998,387421,0,0.0,0,0,990,1
3972,267269,1,0.02702702702702703,0.3396232718951086,0.05263157894736842,217,1
113636,62217,0,0.0,0,0,1,1
12818,12937,0,0.0,0,0,112,1
2289,93330,1,0.2,0.7213475204444817,0.25,8,1
5281,14454,0,0.0,0,0,1066,1
132403,84112,1,0.07142857142857142,0.3396232718951086,0.05263157894736842,36,1
213,127038,0,0.0,0,0,132,1
44239,18506,0,0.0,0,0,6,1
54200,28063,0,0.0,0,0,30,1
2177,9704,4,0.035398230088495575,1.4299105574654882,0.2625215570337522,2090,1
14577,325581,0,0.0,0,0,192,1
65709,64652,1,0.1,0.4170323914242463,0.09090909090909091,28,1
1988,169521,1,0.003257328990228013,0.26425736993644544,0.022727272727272728,2691,1
78,267303,0,0.0,0,0,12,1
37532,62195,1,0.013513513513513514,0.26425736993644544,0.022727272727272728,284,1
2572,142580,0,0.0,0,0,12,1
34276,6940,1,0.00684931506849315,0.29120667621996243,0.03225806451612903,290,1
3998,240516,0,0.0,0,0,495,1
8992,9021,1,0.02,0.6213349345596119,0.2,308,1
502,5155,2,0.06896551724137931,0.45127436823979195,0.02748917748917749,238,1
302964,64906,0,0.0,0,0,39,1
297071,52509,0,0.0,0,0,4,1
5137,221491,2,0.04878048780487805,0.3365967863946192,0.005364683625553191,406,1
6668,141853,0,0.0,0,0,30,1
5189,13798,0,0.0,0,0,135,1
519,209129,0,0.0,0,0,142,1
3533,13808,2,0.00904977375565611,0.5954663233571058,0.10202020202020202,2730,1
37532,44026,0,0.0,0,0,213,1
9021,80426,3,0.06521739130434782,1.5271285822344165,0.42063492063492064,220,1
1276,120630,1,0.008,0.161171841453854,0.00202020202020202,488,1
9341,24565,0,0.0,0,0,3,1
132195,161500,0,0.0,0,0,2,1
32958,2014,0,0.0,0,0,164,1
263529,2308,0,0.0,0,0,1,1
98598,82988,0,0.0,0,0,2,1
67853,30598,0,0.0,0,0,2,1
14677,358640,0,0.0,0,0,21,1
115867,52087,1,0.03333333333333333,0.7213475204444817,0.25,58,1
3812,3816,0,0.0,0,0,12,1
68399,22797,1,0.25,0.7213475204444817,0.25,6,1
66378,2156,0,0.0,0,0,25,1
2288,6707,0,0.0,0,0,112,1
75844,14602,0,0.0,0,0,50,1
6429,81105,0,0.0,0,0,12,1
53135,88976,0,0.0,0,0,2,1
33386,386590,0,0.0,0,0,15,1
197986,14725,1,0.08333333333333333,0.5581106265512472,0.16666666666666666,42,1
3816,65413,0,0.0,0,0,8,1
38535,14454,0,0.0,0,0,246,1
14075,117515,0,0.0,0,0,62,1
335,184805,0,0.0,0,0,81,1
41792,10179,1,0.03225806451612903,1.4426950408889634,0.5,135,1
4665,120670,1,0.022222222222222223,0.2269261879165124,0.012195121951219513,88,1
88804,29168,0,0.0,0,0,9,1
9513,21367,0,0.0,0,0,4,1
3998,5322,1,0.002012072434607646,0.9102392266268373,0.3333333333333333,1485,1
42643,13798,1,0.018518518518518517,0.31465798044412485,0.041666666666666664,450,1
108377,14907,1,0.04,0.20815895490223127,0.00819672131147541,48,1
2177,97579,0,0.0,0,0,95,1
3998,5155,4,0.007874015748031496,1.050627942307172,0.10139735218122675,8415,1
315158,351305,0,0.0,0,0,2,1
2670,11337,0,0.0,0,0,84,1
3998,205514,0,0.0,0,0,495,1
205,2177,5,0.03759398496240601,4.3396280420156685,1.4777777777777776,4085,1
3024,5335,1,0.023809523809523808,1.4426950408889634,0.5,222,1
58074,61891,2,0.2222222222222222,0.6582131057152579,0.11149425287356322,28,1
5208,125410,0,0.0,0,0,20,1
8903,57371,0,0.0,0,0,32,1
14588,58048,1,0.037037037037037035,0.23459420572161058,0.014084507042253521,96,1
6940,271356,0,0.0,0,0,145,1
164933,1988,0,0.0,0,0,1495,1
786,17871,0,0.0,0,0,4,1
50361,189341,0,0.0,0,0,10,1
137042,12937,0,0.0,0,0,48,1
4259,40981,0,0.0,0,0,168,1
2014,123737,0,0.0,0,0,164,1
37261,5082,0,0.0,0,0,9,1
11635,48756,0,0.0,0,0,1,1
2417,47266,0,0.0,0,0,606,1
1286,18105,0,0.0,0,0,14,1
1988,19207,0,0.0,0,0,299,1
6940,63511,0,0.0,0,0,290,1
65709,9010,0,0.0,0,0,7,1
104101,80491,0,0.0,0,0,9,1
344522,319542,0,0.0,0,0,1,1
440276,16452,0,0.0,0,0,12,1
99919,26139,0,0.0,0,0,87,1
177746,91500,0,0.0,0,0,14,1
8913,92538,0,0.0,0,0,1,1
13139,17185,0,0.0,0,0,18,1
376582,24174,1,0.25,1.4426950408889634,0.5,6,1
356,30806,1,0.1111111111111111,1.4426950408889634,0.5,16,1
40973,10376,2,0.16666666666666666,2.352934267515801,0.8333333333333333,33,1
519,165093,0,0.0,0,0,426,1
2351,16766,0,0.0,0,0,1,1
77579,15217,0,0.0,0,0,100,1
237009,47518,2,0.2857142857142857,0.998285413853339,0.27702702702702703,20,1
199543,85739,0,0.0,0,0,20,1
5563,13854,0,0.0,0,0,16,1
2668,72458,0,0.0,0,0,24,1
35376,16527,11,0.08943089430894309,9.205197721317187,3.133087027914614,4089,1
6940,376582,0,0.0,0,0,435,1
180496,26139,0,0.0,0,0,87,1
2670,203863,0,0.0,0,0,84,1
8942,406766,0,0.0,0,0,28,1
101971,6152,1,0.3333333333333333,0.9102392266268373,0.3333333333333333,4,1
35566,31443,0,0.0,0,0,18,1
145132,279133,0,0.0,0,0,6,1
5799,6992,0,0.0,0,0,5,1
35550,44086,0,0.0,0,0,9,1
511,85746,2,0.024691358024691357,0.5768882435546265,0.08168498168498169,390,1
14075,59636,0,0.0,0,0,62,1
76495,19604,0,0.0,0,0,55,1
4665,42172,5,0.08771929824561403,1.175316555070495,0.09691982853747559,792,1
35376,77583,0,0.0,0,0,522,1
519,99544,0,0.0,0,0,568,1
44086,64833,0,0.0,0,0,9,1
2014,147781,0,0.0,0,0,82,1
1988,258963,1,0.0033222591362126247,0.20815895490223127,0.00819672131147541,897,1
1988,233229,0,0.0,0,0,299,1
2055,88671,0,0.0,0,0,34,1
1276,453313,0,0.0,0,0,122,1
67097,81405,1,0.058823529411764705,0.1754249449407652,0.0033444816053511705,32,1
17004,52238,0,0.0,0,0,10,1
20920,57962,1,0.058823529411764705,0.20093500109845577,0.006896551724137931,32,1
1988,56361,1,0.0033333333333333335,1.4426950408889634,0.5,598,1
14085,57371,0,0.0,0,0,2,1
5113,52696,0,0.0,0,0,20,1
1276,215057,13,0.10317460317460317,4.189669842503215,0.7423000365886655,2074,1
68567,80459,0,0.0,0,0,1,1
3255,53126,1,0.16666666666666666,0.30341307554227914,0.037037037037037035,10,1
35248,31733,0,0.0,0,0,36,1
83081,21295,0,0.0,0,0,1,1
8321,74877,0,0.0,0,0,64,1
175510,146114,0,0.0,0,0,1,1
3998,157868,0,0.0,0,0,495,1
74015,16406,1,0.16666666666666666,0.45511961331341866,0.1111111111111111,10,1
33835,31836,0,0.0,0,0,60,1
14577,49179,0,0.0,0,0,2688,1
2014,50286,0,0.0,0,0,164,1
3998,300430,0,0.0,0,0,990,1
84805,129848,0,0.0,0,0,4,1
205,24599,0,0.0,0,0,172,1
43914,61817,1,0.2,1.4426950408889634,0.5,8,1
77539,52905,0,0.0,0,0,13,1
2135,3637,0,0.0,0,0,6,1
5516,93335,0,0.0,0,0,54,1
40981,434715,0,0.0,0,0,4,1
26,88142,1,0.03125,0.1929837459041747,0.0056179775280898875,62,1
4713,13897,1,0.14285714285714285,0.20815895490223127,0.00819672131147541,15,1
15,88993,1,0.038461538461538464,1.4426950408889634,0.5,50,1
297704,265670,1,0.3333333333333333,0.9102392266268373,0.3333333333333333,4,1
54486,93593,0,0.0,0,0,8,1
6331,55526,0,0.0,0,0,2,1
3998,157650,0,0.0,0,0,1485,1
2014,22051,1,0.011111111111111112,1.4426950408889634,0.5,738,1
519,281951,0,0.0,0,0,426,1
101988,92250,0,0.0,0,0,1,1
3998,5734,0,0.0,0,0,990,1
2673,60488,0,0.0,0,0,10,1
3533,195391,0,0.0,0,0,26,1
5137,5566,1,0.02702702702702703,0.48089834696298783,0.125,261,1
36436,49577,1,0.05,0.43429448190325176,0.1,104,1
489,80101,1,0.029411764705882353,0.7213475204444817,0.25,306,1
1988,173809,0,0.0,0,0,1495,1
14075,20920,1,0.021739130434782608,0.20093500109845577,0.006896551724137931,496,1
69417,89592,0,0.0,0,0,1,1
350,165111,0,0.0,0,0,3,1
14588,258902,1,0.04,0.9102392266268373,0.3333333333333333,48,1
8385,96766,0,0.0,0,0,9,1
215057,23318,2,0.08,0.39517595320557775,0.012958626073380173,170,1
2517,93388,0,0.0,0,0,21,1
349,41733,1,0.005319148936170213,0.25973030217227155,0.02127659574468085,1958,1
35473,251968,0,0.0,0,0,1,1
176860,128709,0,0.0,0,0,3,1
73060,9341,0,0.0,0,0,3,1
400,42729,0,0.0,0,0,27,1
33476,57959,0,0.0,0,0,10,1
68388,20222,1,0.3333333333333333,1.4426950408889634,0.5,4,1
71888,50276,2,0.16666666666666666,0.7193769832498641,0.13383838383838384,49,1
349,7878,0,0.0,0,0,356,1
8321,88355,0,0.0,0,0,64,1
502,511,3,0.033707865168539325,1.2590259672243445,0.3142857142857143,1092,1
6940,52548,0,0.0,0,0,145,1
2417,78600,0,0.0,0,0,303,1
280909,355296,0,0.0,0,0,2,1
144204,48780,0,0.0,0,0,4,1
11267,11626,0,0.0,0,0,14,1
110887,21585,0,0.0,0,0,12,1
277840,49179,0,0.0,0,0,56,1
5566,26092,1,0.0625,0.2969742043733701,0.034482758620689655,72,1
283825,90718,0,0.0,0,0,3,1
14577,282759,0,0.0,0,0,192,1
91054,158363,0,0.0,0,0,2,1
2417,236698,0,0.0,0,0,303,1
553,32113,0,0.0,0,0,23,1
349,118088,0,0.0,0,0,178,1
1971,29467,0,0.0,0,0,24,1
1984,5288,1,0.09090909090909091,0.40242960438184466,0.08333333333333333,20,1
3482,15493,1,0.07692307692307693,0.7213475204444817,0.25,45,1
1247,13537,0,0.0,0,0,4,1
117166,62061,0,0.0,0,0,1,1
81102,441892,1,0.25,0.7213475204444817,0.25,6,1
16783,249802,0,0.0,0,0,231,1
19604,221491,4,0.06153846153846154,1.1656383443672147,0.16372655122655122,770,1
2288,68256,0,0.0,0,0,80,1
16527,61005,0,0.0,0,0,47,1
7506,13808,1,0.004739336492890996,0.17501693446983854,0.0033003300330033004,420,1
69632,49818,1,0.2,0.9102392266268373,0.3333333333333333,9,1
1276,11991,10,0.05714285714285714,3.8907539543243463,0.8431521093285799,7686,1
11711,274027,0,0.0,0,0,4,1
3998,135866,0,0.0,0,0,495,1
34801,282764,1,0.14285714285714285,0.45511961331341866,0.1111111111111111,12,1
113126,23569,0,0.0,0,0,30,1
511,42947,0,0.0,0,0,234,1
9964,97541,0,0.0,0,0,43,1
136170,118304,0,0.0,0,0,2,1
511,15210,3,0.03488372093023256,1.2187448632565656,0.26388888888888884,858,1
8942,81751,0,0.0,0,0,14,1
519,29101,0,0.0,0,0,426,1
2055,187773,0,0.0,0,0,34,1
60021,64998,0,0.0,0,0,26,1
5155,14945,2,0.08695652173913043,0.46663162116072765,0.0356025461214802,136,1
46117,160541,0,0.0,0,0,80,1
14577,119406,0,0.0,0,0,192,1
1988,161744,1,0.0033333333333333335,0.35295612386476116,0.058823529411764705,598,1
3998,28993,0,0.0,0,0,495,1
101095,113358,1,0.25,0.6213349345596119,0.2,6,1
35304,57167,0,0.0,0,0,25,1
4713,7284,1,0.09090909090909091,0.20815895490223127,0.00819672131147541,35,1
5253,235207,0,0.0,0,0,1,1
13808,51441,1,0.004739336492890996,0.7213475204444817,0.25,420,1
1459,57963,0,0.0,0,0,8,1
3922,22027,0,0.0,0,0,2,1
2696,70944,0,0.0,0,0,24,1
14577,90626,0,0.0,0,0,288,1
341232,60021,0,0.0,0,0,26,1
63,36271,0,0.0,0,0,12,1
1315,6854,0,0.0,0,0,2,1
231650,23569,0,0.0,0,0,10,1
199570,62619,0,0.0,0,0,20,1
3998,97452,0,0.0,0,0,495,1
2553,6148,0,0.0,0,0,2,1
2402,61287,0,0.0,0,0,4,1
7020,11991,2,0.028985507246376812,0.4577014695314431,0.026378539493293593,504,1
264168,3998,0,0.0,0,0,495,1
5313,7770,1,0.125,0.5581106265512472,0.16666666666666666,18,1
1844,6765,0,0.0,0,0,32,1
14875,14889,0,0.0,0,0,10,1
55245,56317,0,0.0,0,0,4,1
14957,15724,0,0.0,0,0,135,1
2417,171621,0,0.0,0,0,606,1
1546,324955,0,0.0,0,0,40,1
3998,129924,0,0.0,0,0,495,1
