node1,node2,CN,JC,AA,RA,PA,label
205395,319829,53,0.8548387096774194,13.164184820389828,0.9463473665399331,3304,1
38448,188023,10,0.7692307692307693,4.072193260769326,0.8583916083916086,132,1
320933,259598,15,0.7142857142857143,4.939527714095488,0.7298629548590848,320,1
286342,257020,58,0.6987951807228916,13.849803641719426,0.8859017688576449,4838,1
880,43214,4,0.06060606060606061,1.1763914040308785,0.14337474120082816,1161,1
33839,105878,3,0.09090909090909091,1.3028261563785035,0.30396825396825394,288,1
25414,191141,0,0.0,0,0,7,1
272552,286312,60,0.6593406593406593,14.527395554205313,0.9914960270592857,5544,1
3057,28317,1,0.1,0.45511961331341866,0.1111111111111111,28,1
140361,60673,0,0.0,0,0,72,1
177688,188862,16,0.8888888888888888,5.313804932172987,0.7920159617830906,289,1
66127,88441,1,0.125,0.36067376022224085,0.0625,20,1
353956,60541,0,0.0,0,0,60,1
76160,12179,0,0.0,0,0,68,1
333546,333541,7,0.7777777777777778,3.340509695091346,0.8611111111111112,64,1
35826,80104,3,0.3333333333333333,1.6192782588317158,0.46590909090909094,35,1
164755,71685,1,0.058823529411764705,0.43429448190325176,0.1,77,1
6879,16690,1,0.03571428571428571,0.30341307554227914,0.037037037037037035,168,1
193895,360352,25,0.6578947368421053,7.471796823465613,0.8820027243900989,962,1
286588,291720,16,0.8888888888888888,5.647297981836177,0.9411764705882354,289,1
106561,27264,2,0.028169014084507043,0.8239832122260993,0.18992248062015504,1060,1
361525,149082,18,0.8571428571428571,5.982363909520584,0.888875598086124,380,1
43377,361659,53,0.8688524590163934,13.162926645483155,0.9459684767542637,3240,1
233741,196364,1,0.043478260869565216,0.3789231816899512,0.07142857142857142,108,1
68760,14797,5,0.10638297872340426,1.539341644925143,0.20868519012944206,660,1
10116,19523,2,0.14285714285714285,0.8575492176952633,0.19444444444444442,60,1
170242,175177,1,0.25,0.48089834696298783,0.125,6,1
361634,361656,53,0.9636363636363636,13.156475583720134,0.9441166249024118,2916,1
270050,286344,58,0.6987951807228916,13.849803641719426,0.8859017688576449,4838,1
185260,30679,28,0.9032258064516129,8.509582721523179,1.0496098384475172,870,1
366746,50458,11,0.8461538461538461,3.942746519919736,0.6868028542951143,144,1
5372,58027,2,0.09090909090909091,0.8833279513448324,0.20833333333333331,135,1
128055,130537,10,0.8333333333333334,3.988344529011221,0.8185498711814503,121,1
167266,14067,2,0.08695652173913043,0.8894140952166705,0.2111111111111111,144,1
18324,288325,9,0.15517241379310345,3.3532690574120885,0.6295524368105013,702,1
164239,130389,1,0.14285714285714285,0.7213475204444817,0.25,15,1
127669,128055,10,0.8333333333333334,3.988344529011221,0.8185498711814503,121,1
14041,46898,1,0.02631578947368421,0.5581106265512472,0.16666666666666666,270,1
207021,123343,0,0.0,0,0,40,1
136893,25079,4,0.1,1.6140488117706053,0.35654761904761906,448,1
146396,149235,12,0.8571428571428571,4.9635747681676055,1.0735042735042737,169,1
93734,97618,0,0.0,0,0,27,1
334605,256807,53,0.8548387096774194,13.164184820389828,0.9463473665399331,3304,1
245697,122144,0,0.0,0,0,6,1
83814,186587,2,0.125,0.5773552914579879,0.06388888888888888,77,1
328304,116360,17,0.8947368421052632,5.799989491710868,0.9074715774944608,324,1
35589,113061,1,0.1,0.36926937306885504,0.06666666666666667,30,1
141841,286356,58,0.6590909090909091,13.852811205823933,0.8866026379353014,5133,1
11255,86122,3,0.046875,1.007942301237684,0.15562678062678062,570,1
81856,30141,14,0.5185185185185185,5.05012769332863,0.8859696420374169,420,1
52215,89450,5,0.3333333333333333,2.3148755626027153,0.5791666666666666,100,1
319168,319303,12,0.8571428571428571,4.759938381534259,0.9650349650349652,169,1
286325,225902,58,0.90625,13.835437684245116,0.8822503444265061,3720,1
4533,5052,8,0.3333333333333333,3.077514522794377,0.59681656063235,231,1
259612,130947,2,0.2,1.0556294164628637,0.30000000000000004,32,1
286349,257020,58,0.6987951807228916,13.849803641719427,0.8859017688576449,4838,1
297152,208321,37,0.9487179487179487,10.116272696909178,0.9548379744830171,1444,1
37438,112135,2,0.2,1.0383673259838582,0.2909090909090909,27,1
98908,48165,1,0.04,0.2518706487516997,0.018867924528301886,144,1
39420,257013,33,0.5689655172413793,8.42119732747259,0.6838705195966508,1938,1
297157,286365,37,0.9487179487179487,10.11627269690918,0.9548379744830171,1444,1
361661,82316,53,0.8983050847457628,13.160887436344638,0.9453937641105856,3132,1
286306,286323,58,0.9354838709677419,13.833472548327675,0.8817034481859136,3599,1
230952,69524,27,0.6136363636363636,8.232416774270138,1.0373099998561213,1254,1
144052,83076,1,0.02702702702702703,0.43429448190325176,0.1,240,1
318569,319063,13,0.8666666666666667,4.926001361969367,0.9285714285714283,196,1
318751,355795,12,0.8571428571428571,4.759938381534259,0.9650349650349652,169,1
34975,106561,4,0.06779661016949153,1.2910937870614267,0.1926492157008974,860,1
101895,71534,3,0.08823529411764706,1.2263894771402852,0.2635281385281385,322,1
98306,15952,2,0.09090909090909091,0.7578463633799024,0.14285714285714285,128,1
38946,147747,1,0.045454545454545456,0.3898712452512801,0.07692307692307693,120,1
124430,191077,1,0.07692307692307693,0.23617733727628992,0.014492753623188406,49,1
9809,13105,3,0.08108108108108109,1.118873259746552,0.21471861471861473,364,1
164315,12673,5,0.18518518518518517,2.2045876582552633,0.5222222222222221,207,1
20186,28826,1,0.037037037037037035,0.30692767643013485,0.038461538461538464,195,1
246579,95874,0,0.0,0,0,30,1
34330,16410,5,0.16129032258064516,1.5221394999971805,0.1900240761653805,288,1
2774,40609,1,0.047619047619047616,0.3396232718951086,0.05263157894736842,72,1
4460,18280,8,0.36363636363636365,3.0834087110594823,0.6014161277319172,224,1
43796,59792,1,0.023255813953488372,0.9102392266268373,0.3333333333333333,259,1
292698,292700,10,0.8333333333333334,4.113957193984693,0.8799533799533801,121,1
132293,128046,10,0.47619047619047616,4.170323914242463,0.9090909090909093,220,1
103756,153292,0,0.0,0,0,245,1
55925,31682,0,0.0,0,0,21,1
38527,26829,0,0.0,0,0,66,1
148124,124837,2,0.16666666666666666,0.9049134266109453,0.22941176470588237,45,1
12271,249331,18,0.6206896551724138,5.563889124417947,0.7165770496245877,550,1
34975,27286,5,0.060240963855421686,1.643084259981391,0.24554926124693566,1935,1
121117,30815,60,0.625,14.39551762530508,0.9361977598517911,6020,1
230807,230811,9,0.8181818181818182,3.8741261561712554,0.8818181818181817,100,1
70097,37741,0,0.0,0,0,9,1
12225,53343,0,0.0,0,0,12,1
404316,391714,14,0.875,5.146478106156309,0.922222222222222,225,1
364477,168187,15,0.8333333333333334,5.112339036908231,0.8048726986807482,272,1
99057,25062,2,0.10526315789473684,0.5821535935374835,0.07004830917874395,110,1
127006,192967,4,0.25,1.5345651840376848,0.29642857142857143,91,1
286343,225902,58,0.9206349206349206,13.834430959111257,0.8819678585508,3658,1
33969,130594,2,0.06451612903225806,0.614080542822085,0.07703703703703704,230,1
239102,194686,5,0.4166666666666667,2.0064609146742223,0.4156056361938715,72,1
9862,225465,9,0.4090909090909091,3.4395707690031343,0.6648580586080586,210,1
265958,301490,9,0.6,3.6667757959847993,0.7824175824175824,143,1
303850,216405,5,0.5555555555555556,2.3034379169110166,0.5744569757727652,48,1
336057,112356,4,0.5714285714285714,2.218454534625094,0.6583333333333333,30,1
11951,18866,1,0.08333333333333333,0.43429448190325176,0.1,42,1
229914,205338,3,0.42857142857142855,1.4302626312889122,0.3686868686868687,24,1
99143,48095,2,0.0625,0.8205216188580964,0.17763157894736842,273,1
199059,53358,3,0.033707865168539325,1.5505157350057461,0.43333333333333335,435,1
88276,154084,15,0.7894736842105263,5.07445992786041,0.7882601130043586,288,1
83215,155961,2,0.1,0.7420528762769533,0.13596491228070173,105,1
73679,64436,2,0.11764705882352941,0.9110667504160084,0.22549019607843135,60,1
84520,21759,3,0.05357142857142857,1.176728008030428,0.2454212454212454,318,1
77065,62431,1,0.16666666666666666,0.48089834696298783,0.125,12,1
33605,3966,2,0.08333333333333333,1.2426698691192237,0.4,133,1
359532,228868,20,0.9090909090909091,6.564231489456644,0.9502164502164507,441,1
12345,27538,1,0.04,0.5138983423697507,0.14285714285714285,144,1
272552,286315,61,0.6703296703296703,14.705379544027622,0.9751202763085349,5632,1
2488,289807,17,0.8947368421052632,5.799989491710868,0.907471577494461,324,1
81648,59792,3,0.07317073170731707,1.0692001561355036,0.18814814814814815,259,1
405201,209722,10,0.625,3.5744032599358198,0.6503984539141602,165,1
184373,122686,25,0.78125,7.371023939710678,0.8462861397320915,806,1
7008,18280,8,0.2962962962962963,3.1227086208543247,0.6202131202131203,304,1
83085,28657,3,0.10344827586206896,1.2128307224957056,0.2572362278244631,192,1
38437,79354,0,0.0,0,0,8,1
141806,81262,1,0.05263157894736842,0.43429448190325176,0.1,51,1
192047,292697,2,0.14285714285714285,0.7923008496331247,0.16025641025641024,48,1
45852,58494,1,0.02631578947368421,0.45511961331341866,0.1111111111111111,350,1
8879,323496,9,0.3,3.745371292294044,0.8151515151515152,290,1
43846,22903,3,0.06976744186046512,1.1130981082789935,0.2103174603174603,408,1
93647,127145,3,0.2,1.1722071981393882,0.23611111111111108,80,1
257022,61506,33,0.5789473684210527,8.420109776024173,0.6835572363886308,1904,1
34793,76086,2,0.05405405405405406,1.1383799118687281,0.34090909090909094,324,1
297145,185319,37,0.925,10.118221854242275,0.9555127383156756,1482,1
370499,360352,25,0.9259259259259259,7.441807040444336,0.8705682129555874,676,1
125824,193983,2,0.08,0.7716989774506997,0.15,170,1
230797,35209,9,0.75,3.891388246650261,0.8909090909090908,110,1
108896,219866,0,0.0,0,0,36,1
19560,185319,37,0.9024390243902439,10.120171011575371,0.9561875021483341,1521,1
128055,130540,10,0.8333333333333334,3.988344529011221,0.8185498711814503,121,1
66501,74508,2,0.10526315789473684,0.6042940230685223,0.07638888888888888,108,1
43846,14511,1,0.0625,0.5138983423697507,0.14285714285714285,60,1
286474,286475,17,0.5666666666666667,5.0849307292135615,0.6057351945728736,522,1
169482,40151,1,0.03571428571428571,0.28853900817779266,0.03125,208,1
38231,92285,1,0.029411764705882353,0.3898712452512801,0.07692307692307693,96,1
6817,12605,4,0.4,2.270466553858725,0.6857142857142857,49,1
229643,113659,25,0.8620689655172413,7.362128987430228,0.8428299185339349,728,1
108063,62766,3,0.1875,1.531574161186449,0.4222222222222222,88,1
145844,64677,1,0.07692307692307693,0.45511961331341866,0.1111111111111111,24,1
23184,129444,7,0.4666666666666667,2.3256326418135784,0.3580429410788011,112,1
40609,77137,0,0.0,0,0,108,1
169918,40833,6,0.6,3.024611325162172,0.8253968253968254,63,1
336759,130881,6,0.6,2.9205241124594745,0.7694805194805194,63,1
84694,86654,0,0.0,0,0,99,1
138769,138770,10,0.8333333333333334,4.087099723513551,0.8681818181818184,121,1
34480,6782,1,0.03571428571428571,0.40242960438184466,0.08333333333333333,154,1
81357,150039,4,0.11764705882352941,1.4719035987591667,0.2662346711259755,280,1
75089,24316,2,0.14285714285714285,1.631586747071319,0.5833333333333333,48,1
50988,20319,1,0.04,0.5581106265512472,0.16666666666666666,133,1
44490,120877,10,0.5555555555555556,4.923891602650901,1.3123376623376624,187,1
231995,246606,19,0.9047619047619048,6.337006351269067,0.9476190476190478,400,1
53675,21134,3,0.1,1.2155808938907513,0.26941176470588235,270,1
34975,43763,2,0.02564102564102564,0.8928215240597019,0.21428571428571427,1591,1
332696,286459,14,0.7777777777777778,4.957698983310748,0.8313725490196079,255,1
117958,94408,5,0.4166666666666667,2.1230388669896603,0.4767528223410577,72,1
101241,405598,9,0.6428571428571429,3.633413437327653,0.7608437314319667,130,1
104508,185102,0,0.0,0,0,136,1
257015,257017,33,0.9428571428571428,8.384956782371308,0.6720026145398912,1156,1
81463,84436,2,0.08695652173913043,0.6295964561836069,0.08347826086956522,126,1
216285,30925,2,0.04,0.8208079375651103,0.18888888888888888,235,1
295818,62717,0,0.0,0,0,6,1
141125,181692,0,0.0,0,0,12,1
100800,120044,0,0.0,0,0,20,1
230801,35209,9,0.75,3.891388246650261,0.8909090909090908,110,1
211092,163003,16,0.8888888888888888,5.593877603886395,0.9163570691434471,289,1
3319,6879,1,0.08333333333333333,0.45511961331341866,0.1111111111111111,40,1
36082,18395,5,0.1111111111111111,1.7455724399387558,0.2989912422093273,625,1
134360,36450,1,0.02564102564102564,0.32351545314867247,0.045454545454545456,204,1
89735,94732,1,0.043478260869565216,0.48089834696298783,0.125,135,1
100741,187741,6,0.1875,2.4753836249575913,0.549430641821946,240,1
183221,121523,1,0.07692307692307693,0.9102392266268373,0.3333333333333333,40,1
18676,20488,0,0.0,0,0,90,1
22920,31011,0,0.0,0,0,33,1
150348,25908,14,0.4375,5.053400738028574,0.8886260798025503,480,1
103756,185260,28,0.7567567567567568,8.525290511833822,1.0555211684967782,1050,1
131224,11652,5,0.2,2.2250467443501876,0.5301948051948052,189,1
250734,324066,15,0.7894736842105263,4.927359658529628,0.7243073993035293,288,1
19615,120026,2,0.2222222222222222,1.1352332769293625,0.34285714285714286,24,1
32876,108606,11,0.6111111111111112,3.8847401837971716,0.6571418032095782,210,1
35053,24728,1,0.041666666666666664,0.40242960438184466,0.08333333333333333,150,1
35151,50788,9,0.2571428571428571,3.0814487470066894,0.4942020845483843,420,1
136882,258528,4,0.6666666666666666,2.6221406019998224,0.8666666666666667,25,1
270050,270051,33,0.38372093023255816,8.448249685148605,0.6916039949734093,3034,1
13884,218491,1,0.0196078431372549,0.9102392266268373,0.3333333333333333,235,1
232470,136199,0,0.0,0,0,27,1
403396,258689,10,0.7142857142857143,3.9942376263595447,0.8264790764790767,143,1
105819,108655,6,0.3333333333333333,3.0488143530355893,0.8398809523809523,144,1
60599,127914,6,0.35294117647058826,3.083390054218504,0.857142857142857,112,1
7797,43224,0,0.0,0,0,80,1
49833,84345,0,0.0,0,0,28,1
140361,24870,3,0.15789473684210525,1.5903528902427813,0.45396825396825397,112,1
168970,90431,14,0.875,4.932212007307854,0.8264705882352942,225,1
108606,81856,14,0.6363636363636364,5.014666520955109,0.8693029753707503,315,1
47886,15952,1,0.05555555555555555,0.40242960438184466,0.08333333333333333,48,1
44725,97287,1,0.019230769230769232,0.43429448190325176,0.1,430,1
141265,17501,1,0.020833333333333332,0.5138983423697507,0.14285714285714285,328,1
105781,80243,1,0.034482758620689655,0.43429448190325176,0.1,176,1
11786,251200,8,0.2222222222222222,2.744184868034716,0.43423456339057365,363,1
151314,151688,2,0.2,0.930930733793997,0.23376623376623376,35,1
18528,24075,2,0.1,1.0764545478730305,0.3111111111111111,120,1
361848,362443,20,0.9090909090909091,6.338119966085269,0.8596338837718149,441,1
404313,404316,14,0.875,5.146478106156309,0.922222222222222,225,1
151278,185102,1,0.05263157894736842,0.4170323914242463,0.09090909090909091,96,1
78051,25200,5,0.1111111111111111,1.6911767274541654,0.2736101617680565,616,1
151746,218251,5,0.23809523809523808,1.7249345466678547,0.29091880341880344,165,1
51136,56619,1,0.04,0.5581106265512472,0.16666666666666666,165,1
205396,183699,2,0.11764705882352941,0.930930733793997,0.23376623376623376,78,1
361663,179483,53,0.9464285714285714,13.15762346752992,0.9444533252391121,2970,1
286475,193895,28,0.7368421052631579,8.526658931909527,1.0559161447538234,1073,1
305407,256807,53,0.803030303030303,13.168370982112323,0.9475378427304092,3540,1
176616,249331,0,0.0,0,0,132,1
364528,275083,13,0.7647058823529411,4.783557907734346,0.859126984126984,224,1
102480,29290,2,0.08695652173913043,1.100270702134433,0.3214285714285714,114,1
79125,84501,1,0.1,0.6213349345596119,0.2,28,1
165992,185667,16,0.5517241379310345,5.366659427537334,0.8151252054805697,476,1
86463,22904,1,0.01639344262295082,0.30692767643013485,0.038461538461538464,705,1
76744,210675,7,0.7,2.7249250410781785,0.5452206851119894,72,1
294936,307088,58,0.9354838709677419,13.833497218093825,0.8817127100179041,3600,1
332786,337357,10,0.8333333333333334,3.9711152439604396,0.8095662507427215,121,1
80584,86512,2,0.2222222222222222,0.8205216188580964,0.17763157894736842,24,1
15661,58556,2,0.07407407407407407,0.9820086947818527,0.2625,190,1
164998,76162,5,0.25,1.9622812744928813,0.40927128427128423,136,1
113587,84727,1,0.125,0.6213349345596119,0.2,14,1
45502,32376,4,0.4444444444444444,1.9865601502568606,0.5337662337662338,42,1
21287,190033,0,0.0,0,0,60,1
108606,81683,7,0.3333333333333333,2.42703920921652,0.3933613445378151,195,1
286793,360346,25,0.8064516129032258,7.455275113388956,0.8759714942209378,783,1
156591,259598,15,0.6521739130434783,4.954225218056536,0.7368073993035292,360,1
322461,322462,13,0.8666666666666667,4.849829088775079,0.8910714285714284,196,1
207489,283675,6,0.5,2.692317186249903,0.65,81,1
361654,319836,53,0.8833333333333333,13.161919920349298,0.9456859908785575,3186,1
286320,286509,58,0.9508196721311475,13.832490492959968,0.8814302241421978,3540,1
35192,129815,0,0.0,0,0,77,1
44446,22903,6,0.13953488372093023,1.8547053138494798,0.2508281573498965,510,1
206400,122012,4,0.3333333333333333,1.8349645466284326,0.45400432900432897,64,1
257020,257021,81,0.9759036144578314,20.205583766531294,1.5051316060076652,6724,1
41186,110325,2,0.16666666666666666,0.9947966893327386,0.26785714285714285,49,1
137690,247861,8,0.4444444444444444,3.244183790407493,0.6855089355089355,153,1
11860,16683,0,0.0,0,0,95,1
412063,391714,14,0.875,5.146478106156309,0.922222222222222,225,1
205090,159833,3,0.14285714285714285,1.2644433478432717,0.2822802197802198,128,1
10160,19610,2,0.07407407407407407,0.7566556633193549,0.14354066985645933,198,1
98334,108107,8,0.5714285714285714,3.3167099680854357,0.7370231133389028,120,1
206943,113074,1,0.14285714285714285,0.45511961331341866,0.1111111111111111,12,1
218693,25057,2,0.2,2.164042561333445,0.75,35,1
296859,315543,37,0.9487179487179487,10.11627269690918,0.9548379744830171,1444,1
11782,23737,7,0.1346153846153846,3.0513473725957834,0.7293737060041408,828,1
174432,122710,1,0.025,0.5581106265512472,0.16666666666666666,348,1
205395,43377,53,0.8412698412698413,13.165191545523685,0.9466298524156392,3360,1
44265,187471,3,0.6,2.0008056674402104,0.6666666666666666,16,1
134165,183547,7,0.5,2.686600717453878,0.5172161172161173,108,1
239194,403301,6,0.6666666666666666,3.083390054218504,0.857142857142857,56,1
86532,30373,0,0.0,0,0,21,1
205798,56290,4,0.0975609756097561,1.975989509012504,0.5285714285714285,296,1
203738,40215,19,0.6785714285714286,5.8517826573439065,0.7446999906047609,540,1
361848,361850,20,0.9090909090909091,6.338119966085269,0.8596338837718149,441,1
190613,291578,4,0.6666666666666666,2.6221406019998224,0.8666666666666667,25,1
65756,28886,2,0.10526315789473684,0.9751430179754935,0.25757575757575757,104,1
185667,26574,16,0.64,5.3521030755936225,0.8091728245281886,408,1
106420,109958,1,0.1111111111111111,0.6213349345596119,0.2,21,1
349059,318275,9,0.47368421052631576,3.6773084263177402,0.7822112527994881,180,1
46185,83026,3,0.07692307692307693,1.4768950133247354,0.3958333333333333,425,1
182211,182212,10,0.8333333333333334,4.170323914242463,0.9090909090909093,121,1
143459,184608,2,0.10526315789473684,0.7923008496331247,0.16025641025641024,108,1
187459,191890,2,0.25,1.391137573589825,0.4583333333333333,25,1
15902,56317,4,0.1,1.3001085388754565,0.1883736880230569,459,1
132780,113586,0,0.0,0,0,70,1
87319,162856,1,0.034482758620689655,0.25433477814404226,0.0196078431372549,125,1
232550,280671,7,0.5,2.533879823286473,0.46435185185185185,110,1
116578,117876,0,0.0,0,0,4,1
183517,85286,0,0.0,0,0,36,1
286341,286397,58,0.9666666666666667,13.831483767826109,0.8811477382664916,3481,1
256075,256648,2,0.10526315789473684,0.66408683576452,0.09953703703703703,80,1
134525,102553,2,0.15384615384615385,1.1022332815225997,0.325,54,1
139514,27817,0,0.0,0,0,120,1
296856,120310,37,0.8604651162790697,10.123633888232618,0.9573442401471774,1596,1
79490,191878,3,0.15789473684210525,1.3159205616031713,0.31212121212121213,105,1
137888,151124,21,0.84,6.4972086427313105,0.8383232585861503,529,1
134244,163029,3,0.23076923076923078,0.9942607295701666,0.14764492753623187,64,1
361855,208720,20,0.5263157894736842,6.389640811429463,0.8802259043638356,777,1
241710,31667,0,0.0,0,0,1,1
179924,317842,1,0.07692307692307693,0.43429448190325176,0.1,40,1
294936,270519,58,0.9354838709677419,13.833497218093825,0.8817127100179041,3600,1
132652,213547,4,0.2222222222222222,1.9257274231267356,0.5016233766233766,120,1
69524,213550,3,0.07317073170731707,1.3061991920028755,0.3031135531135531,228,1
307090,286352,58,0.90625,13.835437684245116,0.8822503444265062,3720,1
13062,28810,1,0.02702702702702703,0.48089834696298783,0.125,345,1
10716,18663,1,0.2,0.9102392266268373,0.3333333333333333,8,1
11931,12480,0,0.0,0,0,6,1
182211,187144,10,0.8333333333333334,4.170323914242463,0.9090909090909093,121,1
6373,108655,0,0.0,0,0,48,1
105752,94137,3,0.058823529411764705,0.9632403535441941,0.1338004101161996,693,1
181479,319828,53,0.8688524590163934,13.163067804159084,0.9460226912152577,3245,1
113716,24074,4,0.06666666666666667,1.2952643892756615,0.19922506738544477,583,1
100865,121557,0,0.0,0,0,117,1
182207,182213,10,0.8333333333333334,4.170323914242463,0.9090909090909093,121,1
286397,261762,58,0.7532467532467533,13.84582205457217,0.8849389960720224,4484,1
77972,96804,14,0.8235294117647058,5.161175610117356,0.9291666666666666,240,1
23858,28367,2,0.08,0.6566437235409995,0.09555555555555556,126,1
94597,128055,10,0.8333333333333334,3.988344529011221,0.8185498711814503,121,1
635,3074,2,0.09090909090909091,0.8928215240597019,0.21428571428571427,135,1
37298,25200,3,0.06521739130434782,1.253495284281943,0.2767857142857143,588,1
104691,96803,14,0.875,5.152579997270742,0.9249999999999999,225,1
11664,51071,5,0.38461538461538464,1.8247726547143017,0.3296699243960907,77,1
7427,240220,19,0.3958333333333333,7.236570797255367,1.3982020000982849,990,1
43129,155232,6,0.6666666666666666,2.9843900679982154,0.8035714285714286,56,1
268314,59792,6,0.15,2.5665654718630417,0.5888257575757575,333,1
145402,158464,15,0.8823529411764706,5.4101064033336135,0.9375,256,1
87319,220731,12,0.4444444444444444,4.0272100741558345,0.6185708142906285,350,1
403496,219754,14,0.7777777777777778,5.00977791599382,0.8576470588235294,255,1
154161,125678,19,0.7916666666666666,5.837029741679796,0.738663434568205,462,1
93483,130303,15,0.3125,5.048434629990763,0.7760471653854008,950,1
34391,40194,5,0.3125,2.417838058864457,0.6325757575757576,110,1
133933,156702,17,0.68,5.707583409366725,0.8669612106683047,441,1
359183,360083,23,0.92,7.23314303705055,0.9566666666666663,576,1
71534,207718,6,0.2222222222222222,3.013501819775411,0.8257631257631256,230,1
345382,326385,6,0.75,3.0503900588117414,0.8392857142857142,49,1
361646,333294,53,0.9298245614035088,13.15874048376066,0.9447780005637875,3024,1
6760,184373,25,0.6756756756756757,7.383175302655017,0.8507664264704426,936,1
5721,60018,3,0.05263157894736842,0.9428965446506291,0.13555194805194803,644,1
3620,13884,10,0.20833333333333334,3.7544498794280514,0.7005512317583256,517,1
200710,221502,0,0.0,0,0,36,1
297151,130279,37,0.8043478260869565,10.12848296363781,0.958931541734479,1710,1
205983,226057,3,0.42857142857142855,2.164042561333445,0.75,24,1
232311,141261,0,0.0,0,0,78,1
163881,101602,1,0.14285714285714285,0.3789231816899512,0.07142857142857142,15,1
100769,19523,1,0.0625,1.4426950408889634,0.5,70,1
11959,93284,1,0.024390243902439025,0.24842549839846914,0.017857142857142856,297,1
353858,360071,53,0.9636363636363636,13.156475583720134,0.9441166249024118,2916,1
151278,185100,3,0.15,1.2298508093103644,0.26666666666666666,132,1
279245,256807,53,0.8833333333333333,13.161919920349302,0.9456859908785575,3186,1
112483,184606,4,0.0975609756097561,2.0206923219023523,0.5433006535947712,266,1
143835,277736,37,0.925,10.118221854242275,0.9555127383156756,1482,1
286316,286343,58,0.9508196721311475,13.832490492959966,0.8814302241421977,3540,1
173168,79980,4,0.15384615384615385,1.716084554401113,0.3935897435897436,200,1
55631,62120,0,0.0,0,0,66,1
319056,319068,13,0.8666666666666667,4.926001361969367,0.9285714285714283,196,1
47048,50794,2,0.07142857142857142,0.6726824486111342,0.1037037037037037,224,1
51525,217577,1,0.08333333333333333,0.45511961331341866,0.1111111111111111,36,1
43189,85428,10,0.3448275862068966,3.9955667231350396,0.8206242287124641,380,1
286312,286349,58,0.90625,13.835366691326666,0.8822238749358486,3717,1
100741,185667,16,0.5161290322580645,5.372746952242541,0.817506157861522,510,1
